id,Opening_code,opening_name,Opening_moves
O1QYPV9Z,D01,Queen's Pawn Game: Chigorin Variation,4
HZQ9bQVw,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
K4ZH9CJA,C45,Scotch Game: Scotch Gambit |  Advance Variation,9
tHOCyEFZ,D02,Queen's Pawn Game: Krause Variation,4
rJWTaG2Q,E00,Indian Game: Seirawan Attack,5
jKsQvJwi,A04,Zukertort Opening: Queenside Fianchetto Variation,2
qNz4Ptu3,D18,Slav Defense: Czech Variation |  Classical System,11
WY4y3NkL,B00,St. George Defense,2
53XQKcW7,C50,Italian Game: Giuoco Pianissimo |  Normal,8
1nH1H0DI,B07,Pirc Defense,4
ufcR4HPD,C45,Scotch Game: Classical Variation,8
1se2r3AN,A03,Bird Opening,2
5Vgc61Qk,B10,Caro-Kann Defense,2
LsgZXsUz,B00,Owen Defense,2
Z5kVZz9M,C78,Ruy Lopez: Morphy Defense,9
pHuSZNy9,A00,Kadas Opening,1
vE68GXCx,A10,English Opening: Great Snake Variation,2
qLA9UsKY,A10,English Opening: Anglo-Dutch Defense,2
U9O1aVVs,B00,Caro-Kann Defense: Hillbilly Attack,3
M5ovqba0,A11,English Opening: Caro-Kann Defensive System,2
hfRnmePd,B00,Caro-Kann Defense: Hillbilly Attack,3
RgYHosUA,C00,French Defense: Knight Variation,3
I6Cutd1H,B50,Sicilian Defense: Delayed Alapin,5
PRH8qjDK,B25,Sicilian Defense: Closed Variation |  Traditional,4
8XPSwKKs,C60,Ruy Lopez: Cozio Defense,6
iRZBMYR7,B72,Sicilian Defense: Dragon |  6.Be3,11
hbfERnNa,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8
KC1kVZ6S,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8
6XqWV8Ta,B50,Sicilian Defense,4
tEP3vvxm,B07,Pirc Defense #5,3
koto16BS,D05,Colle System #2,7
dv1yOPo2,E76,King's Indian Defense: Four Pawns Attack,9
rYZuwNeb,B42,Sicilian Defense: Kan Variation |  Modern Variation,9
tYXXz2Ox,C00,French Defense: La Bourdonnais Variation,3
HuUzinn4,B00,Nimzowitsch Defense: Lean Variation,4
gowC6IlW,B45,Sicilian Defense: Four Knights Variation,10
05uL2Hod,E61,King's Indian Defense,6
bvPGu4Ua,E70,King's Indian Defense: Normal Variation,7
XaZBpoVV,B10,Caro-Kann Defense,2
WqZJJiL8,D02,Queen's Pawn Game: Symmetrical Variation,4
Ub1vnywf,C46,Three Knights Opening,5
fOVbcygA,E00,Indian Game: East Indian Defense,4
vFKSEjsP,B07,Czech Defense,6
RA7TdZn0,C88,Ruy Lopez: Closed,13
S1c6jw1X,C68,Ruy Lopez: Exchange Variation |  King's Bishop Variation,10
NnAmJqbY,A45,Indian Game,2
280LvNvl,A02,Bird Opening: Dutch Variation |  Dudweiler Gambit,3
F4EPmFHE,B50,Sicilian Defense,4
7ROLxrTq,B32,Sicilian Defense: Open #3,7
jalQvFE2,D00,Queen's Pawn Game #2,3
cbD1XUD1,C41,Philidor Defense #3,5
9UH6vgCT,C61,Ruy Lopez: Bird Variation,6
RToQPGeT,A80,Dutch Defense,2
2UXOqtYH,B21,Sicilian Defense: Morphy Gambit,5
eRP0V48d,D20,Queen's Gambit Accepted,4
1kLBD7Qs,E21,Nimzo-Indian Defense: Three Knights Variation,7
3BOGYwv1,C00,French Defense: Knight Variation,3
livKle08,A80,Dutch Defense,2
UMxt0XTo,A82,Dutch Defense: Staunton Gambit Accepted,4
psxki3ya,A80,Dutch Defense: Hopton Attack,3
6NYcoKmJ,C50,Giuoco Piano,6
CNDGvX8B,A54,Old Indian Defense: Ukrainian Variation,6
OHaT4yWA,C00,French Defense: Knight Variation,3
gxmg4xEB,C20,King's Pawn Game: Napoleon Attack,3
KH9PEk6f,B10,Caro-Kann Defense,2
pFIPLLrs,E77,King's Indian Defense: Six Pawns Attack,8
ZIbwwPP5,B11,Caro-Kann Defense,4
Di61JPiU,D06,Queen's Gambit Refused: Marshall Defense,4
sPHwZkgE,B00,Caro-Kann Defense: Hillbilly Attack,3
GzXHG9Mo,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
upN3gqb9,A02,Bird Opening,1
fALntIT8,B10,Caro-Kann Defense,2
8GvVxWnv,E12,Queen's Indian Defense: Kasparov-Petrosian Variation |  Marco Defense,10
koNhHOy3,B13,Caro-Kann Defense: Exchange Variation,5
jgwPd00W,D20,Queen's Gambit Accepted,4
0ibtgKrg,D10,Slav Defense #2,5
TozcSlif,B12,Caro-Kann Defense: Advance Variation,5
1VfklRr2,A53,Old Indian Defense,4
HdpWi2Cr,D30,Queen's Gambit Declined,4
7H8pMMRQ,B10,Caro-Kann Defense,2
JDkOhAJi,D30,Queen's Gambit Declined,4
2XP2aJXj,D43,Semi-Slav Defense,8
oaAeipyT,B13,Caro-Kann Defense: Exchange Variation,5
8xQZOaNV,E34,Nimzo-Indian Defense: Classical Variation |  Noa Variation,8
o68btxdu,B15,Caro-Kann Defense: von Hennig Gambit,7
zxVIjZN1,B13,Caro-Kann Defense: Exchange Variation,5
PPG35vaC,A40,Modern Defense,2
HtUeXUJl,C00,French Defense: King's Indian Attack,3
RUnJpyIz,B21,Sicilian Defense: Morphy Gambit,5
Ts3Wm16e,A03,Bird Opening,2
yT0kRyMQ,B57,Sicilian Defense: Modern Variations |  Main Line,8
kElki0yt,B28,Sicilian Defense: O'Kelly Variation |  Venice System,5
HIb3iTOS,B40,Sicilian Defense: Paulsen-Basman Defense,8
dkQO8hnI,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
xeWDAq8N,B57,Sicilian Defense: Modern Variations |  Main Line,8
ZqAtqKwe,C44,Scotch Game,5
RaLTSxCr,B50,Sicilian Defense,4
JQTmnPS4,A49,East Indian Defense,4
NntLD8pI,B90,Sicilian Defense: Najdorf Variation |  English Attack,11
rqW55o3M,B50,Sicilian Defense,4
fXInc99o,C41,Philidor Defense: Exchange Variation #2,7
E2ODizgR,B53,Sicilian Defense: Chekhover Variation,7
bRsKP7Oo,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
jxtKbPKu,B20,Sicilian Defense: Bowdler Attack,3
hJLY2zbj,C44,Scotch Game: Lolli Variation,6
kSwW4NdA,C41,Philidor Defense #3,5
m0jemvqM,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack #2,16
0oYH3bZv,B50,Sicilian Defense,4
NGGfvoK7,A45,Indian Game,2
1U2iqjzt,B07,Rat Defense: Balogh Defense,4
EUIHt4S7,B32,Sicilian Defense: Loewenthal Variation,8
SogXEzTL,E61,Indian Game: West Indian Defense,4
xUlrutCR,B50,Sicilian Defense,4
Ur0uJGc9,C40,King's Pawn Game: McConnell Defense,4
jgOoHzON,B50,Sicilian Defense: Delayed Alapin,5
V5KUZRsx,B20,Sicilian Defense: Staunton-Cochrane Variation,3
2Q7pt348,C44,Scotch Game,5
lfdyhWqu,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
N0rxIuk0,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
atNQP83h,B06,Modern Defense,2
aOiEEMDv,A40,Horwitz Defense,2
aJOObhMv,A48,London System,5
aJiwBwQE,C20,King's Pawn Game: Wayward Queen Attack,3
VjeHmU3E,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
1Wkz8f4T,A11,English Opening: Caro-Kann Defensive System,2
mSBfIjdv,B06,Modern Defense,2
3qtOgt8E,C21,Center Game: Kieseritzky Variation #2,5
uBQMbnHi,D30,Queen's Gambit Declined,4
683F7kL5,D38,Queen's Gambit Declined: Ragozin Defense |  Alekhine Variation,9
fWvjGe4B,D06,Queen's Gambit Refused: Austrian Defense,4
hn004qwQ,D00,Queen's Pawn Opening: Veresov |  Richter Attack,5
4Zy3QV3G,C41,Philidor Defense #3,5
qZOmXREt,C20,King's Pawn Game: Leonardis Variation,3
2e5U4t0w,B00,Nimzowitsch Defense |  Declined Variation,3
vxdojV9B,C42,Petrov's Defense,4
KToobl2Q,C00,French Defense: Normal Variation,3
ME9Is8pZ,A45,Indian Game: Paleface Attack |  Blackmar-Diemer Gambit Deferred,5
kvNkKzzz,D00,Queen's Pawn Game: Mason Attack,3
e6i6lqWz,B30,Sicilian Defense: Old Sicilian,4
z0ykCM8K,B20,Sicilian Defense: Staunton-Cochrane Variation,3
Us47a7lo,B00,Duras Gambit,2
76CtRpaS,C10,French Defense: Classical Variation |  Svenonius Variation,7
dqSVEcUm,B00,Hippopotamus Defense #2,2
kRfHx265,A06,Zukertort Opening: Tennison Gambit,3
pLwtxXxU,B20,Sicilian Defense,2
UFTOTq6B,C21,Danish Gambit Accepted,9
vCN6Fu4o,C21,Danish Gambit,5
Zu0HWpvz,A46,Indian Game: London System,5
4X0Jqwhz,C46,Four Knights Game: Italian Variation,7
B4DFUedk,B00,Duras Gambit,2
k7nRoQEW,C00,French Defense: Knight Variation,3
r6bAHeeJ,D15,Slav Defense: Three Knights Variation,7
suTmPUuR,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
YcUEZKBC,D20,Queen's Gambit Accepted: Old Variation,5
Ngufj9x7,B01,Scandinavian Defense: Gubinsky-Melts Defense,6
ThfnmMIN,C00,French Defense: Knight Variation,3
pqnokLf3,C65,Ruy Lopez: Berlin Defense #2,6
WcB9Z0i7,A49,East Indian Defense,4
cpKzVfMZ,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
Uy8Y9ldx,D85,Gruenfeld Defense: Exchange Variation |  Modern Exchange Variation,13
2Knypsbl,B27,Sicilian Defense: Hyperaccelerated Dragon,4
4gKCCL07,B20,Sicilian Defense,2
OlZTX61W,B22,Sicilian Defense: Alapin Variation,3
upidVreQ,C01,French Defense: Exchange Variation,5
Rcmr82Hr,C60,Ruy Lopez,5
R3GKyTYI,C65,Ruy Lopez: Berlin Defense,7
PG11Ik0m,B32,Sicilian Defense: Open #3,7
2z4giltQ,C30,King's Gambit,3
WiwAh888,C02,French Defense: Advance Variation |  Paulsen Attack,9
BE16JO9W,C77,Ruy Lopez: Morphy Defense |  Mackenzie Variation,9
ZdXCv8KZ,A00,Grob Opening,1
ywIjpQfW,B32,Sicilian Defense: Open #3,7
0JFqrdjk,B21,Sicilian Defense: McDonnell Attack,3
9pvfXZaS,C00,French Defense: Knight Variation,3
CtAJ62S8,C68,Ruy Lopez: Columbus Variation,7
yFmEbATN,C62,Ruy Lopez: Steinitz Defense,6
3YkR4bpE,B02,Alekhine Defense,2
uudKRbIu,A10,English Opening: Anglo-Scandinavian Defense,2
RpedBjZb,D02,Queen's Pawn Game: Symmetrical Variation,4
4RbnN6f9,C00,French Defense: Knight Variation,3
WddzmgVg,C02,French Defense: Advance Variation #2,7
lIXqC20Y,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8
0yKCo27c,B40,Sicilian Defense: French Variation |  Normal,8
jiivtpH6,C00,French Defense: Normal Variation,3
ba2Nr0Ls,C41,Philidor Defense: Exchange Variation #2,7
ZXq80hWh,B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
Ln72Suia,A45,Indian Game: Pawn Push Variation,3
0bkS1DZE,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
OWcyS6vt,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11
C9lVCh2i,D06,Queen's Gambit Refused: Marshall Defense,4
beXCZH3z,C00,French Defense: Steinitz Attack,3
hXnjygZ5,B07,Pirc Defense #4,2
skBkxjbN,C25,Vienna Game: Anderssen Defense,4
TyVle1VW,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8
N3Cyi0ps,C46,Four Knights Game: Italian Variation,7
z9ZtH9zT,A46,Indian Game: Spielmann-Indian,4
kyyDwz6N,C41,Philidor Defense: Exchange Variation,8
mVGEnKER,B13,Caro-Kann Defense: Panov Attack |  Modern Defense,10
sAUTE9Wt,A46,Indian Game: Spielmann-Indian,4
zPKtFKGw,B15,Caro-Kann Defense: Tartakower Variation,10
d2fq3MvF,C40,King's Pawn Game: McConnell Defense,4
lwXhQtKC,C20,King's Pawn Game: Wayward Queen Attack,3
uvOx5Uxy,D00,Blackmar-Diemer Gambit,3
RbH96ys4,C00,French Defense: King's Indian Attack,3
iwZooNfV,A40,Englund Gambit Declined |  Reversed French,3
vX348Wsw,B01,Scandinavian Defense,2
GN07Pfuz,A40,Englund Gambit Declined |  Reversed Alekhine,3
k224xGwE,B40,Sicilian Defense: French Variation,4
wOUimDUz,B33,Sicilian Defense: Open,8
d68yVXS5,D00,Queen's Pawn Game: Mason Attack,3
MHiqGzBE,B29,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,5
9RxL3p8B,B07,Pirc Defense #3,6
vqgQ6z87,C42,Russian Game: Urusov Gambit,5
T0q4Xyta,A08,King's Indian Attack,4
glEjKgYr,B40,Sicilian Defense: Pin Variation |  Koch Variation,11
WKr0hmzw,A00,Mieses Opening,1
LDc4YKQt,D04,Queen's Pawn Game: Colle System |  Anti-Colle,6
2hctEGx7,A00,Polish Opening: Symmetrical Variation,2
Q8Wyxruo,B21,Sicilian Defense: Smith-Morra Gambit,5
b7REekpw,D00,Queen's Pawn Game: Stonewall Attack,5
1UjuzBGK,A10,English Opening,1
l9xILQlb,A01,Nimzo-Larsen Attack: Classical Variation,2
44pMM3cU,D01,Queen's Pawn Game: Chigorin Variation,4
tnII4nVU,B23,Sicilian Defense: Closed Variation,3
214uKzsy,A01,Nimzo-Larsen Attack: Classical Variation,2
dqvFoghy,B01,Scandinavian Defense,2
my5GFXeE,A04,Zukertort Opening: Sicilian Invitation,2
enDhzBkl,A04,Zukertort Opening: Sicilian Invitation,2
lLp2nIc4,B50,Sicilian Defense,4
UnZyKPrN,A00,Polish Opening,1
olVc2XvK,A43,Benoni Defense: Benoni Gambit Accepted,3
6BURTGVj,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
iZG1NKJs,A04,Zukertort Opening: Queen's Gambit Invitation,2
oZMPJ7p0,A04,Zukertort Opening: Nimzo-Larsen Variation,3
VoNSAzQ2,A20,English Opening: King's English Variation,2
G1S75LQo,A85,Dutch Defense: Queen's Knight Variation,5
rpvEjadZ,A15,English Opening: Anglo-Indian Defense,2
zFL0KBbf,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
GV38VxlJ,A40,Queen's Pawn,1
iF4N8JqJ,A43,Old Benoni Defense,2
2ncMjS6n,A04,Zukertort Opening: Sicilian Invitation,2
Zgqg2iGS,D00,Queen's Pawn Game: Mason Attack,3
SNQPWouP,B20,Sicilian Defense: Bowdler Attack,3
cXPH4BnK,D02,Queen's Pawn Game: Zukertort Variation,3
3jlmnfiy,B94,Sicilian Defense: Najdorf Variation,11
dgFAyjvx,B20,Sicilian Defense: Bowdler Attack,3
Q5HSsAlS,D41,Queen's Gambit Declined: Semi-Tarrasch |  5.cxd5,9
sSGzj58x,A01,Nimzo-Larsen Attack: Classical Variation,2
vdgH6oxc,D15,Slav Defense: Three Knights Variation,7
ge3aXn0z,A40,Queen's Pawn,1
VTbeGnHK,A06,Nimzowitsch-Larsen Attack,3
BTz6FYaB,B11,Caro-Kann Defense,4
yC53VDys,D45,Semi-Slav Defense: Main Line,9
HlV7M3eJ,C00,French Defense: Queen's Knight,3
AZnt3REw,C68,Ruy Lopez: Exchange Variation |  Lutikov Variation,8
SRed86sw,B29,Sicilian Defense: Nimzowitsch Variation |  Advance Variation,5
c4wLhcqs,C48,Four Knights Game: Spanish Variation,7
5yqO5tRl,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
ymGiX54u,C41,Philidor Defense #3,5
IvDQzyhe,C44,Scotch Game,5
73X9Ggzt,C40,King's Pawn Game: Damiano Defense,4
Np1puf3w,C24,Bishop's Opening: Berlin Defense,4
cSaCh9JF,C44,Scotch Game,5
BC6nN1z2,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
dbL7wtBE,B00,Nimzowitsch Defense |  Declined Variation,3
oouLaXGK,C65,Ruy Lopez: Berlin Defense #2,6
RQP1o6P5,B00,Nimzowitsch Defense,2
Q4PSI6Ra,C20,King's Pawn Game: Leonardis Variation,3
zjVoHjkc,C64,Ruy Lopez: Classical Variation,6
e5E8qqz5,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8
q5EEaQh3,A20,English Opening: King's English Variation,2
toYQtDdj,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
QX5yr8hI,C20,King's Pawn Game: Leonardis Variation,3
m1R8QZPV,B06,Modern Defense,2
CpULSkQr,C41,Philidor Defense #2,4
msnWn5gr,D01,Queen's Pawn Game: Chigorin Variation,4
C7DcW861,B40,Sicilian Defense: French Variation,4
yvHL5Ymq,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
SurDq6HX,C50,Giuoco Piano,6
sWgzbgsP,C50,Giuoco Piano,6
btv2TsGy,C45,Scotch Game,7
ZJQFrVUx,C00,French Defense: Knight Variation,3
hb1snMMt,C44,King's Knight Opening: Normal Variation,4
HvPJbptf,C42,Russian Game: Urusov Gambit,5
VEfLuxGU,C00,French Defense: Knight Variation,3
747VA5sw,C22,Center Game: Berger Variation,8
HXr03lEZ,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
0mGLHAll,C40,King's Pawn Game: Damiano Defense,4
iHCCADuq,C41,Philidor Defense #2,4
XZ9zUECj,C50,Giuoco Piano,6
i7FcI1fl,C46,Four Knights Game: Italian Variation,7
Ae9Kf6oF,C51,Italian Game: Evans Gambit Declined,8
DxoPHBU5,D00,Queen's Pawn Opening: Veresov |  Richter Attack,5
gnzWTcde,B20,Sicilian Defense: Bowdler Attack,3
lcHp9049,C30,King's Gambit,3
yVUuQHVi,C50,Italian Game: Giuoco Pianissimo |  Canal Variation,11
jIB5KwF1,C50,Italian Game,5
Myv0QlEP,C41,Philidor Defense #2,4
GwhRpQfx,D02,Queen's Pawn Game: Chigorin Variation,4
qCGBQXIQ,B20,Sicilian Defense: Bowdler Attack,3
ENDiNyBG,C42,Russian Game: Three Knights Game,5
BFMTITQg,C30,King's Gambit,3
TwmguiO4,C46,Four Knights Game: Halloween Gambit,7
dHUWaAck,C50,Four Knights Game: Italian Variation,8
wka57pX8,A48,London System,5
FC822dnc,C00,French Defense: Knight Variation,3
zdMwH9os,C02,French Defense: Advance Variation |  Paulsen Attack,9
6ydzLNMU,E76,King's Indian Defense: Four Pawns Attack,9
dWEA7AB8,B30,Sicilian Defense: Old Sicilian,4
3FAKBL4O,C00,French Defense: La Bourdonnais Variation,3
0vaD0Xwi,A43,Old Benoni Defense,2
5u0KkGDI,A00,Hungarian Opening,1
wsJ1nS0F,D06,Queen's Gambit Refused: Marshall Defense,4
JEsxSdN0,C01,French Defense: Exchange Variation,5
YP7n0O3q,D31,Queen's Gambit Declined: Queen's Knight Variation,5
ektPQuQz,A00,Grob Opening: Grob Gambit |  Fritz Gambit,5
5XEAo55z,A85,Dutch Defense: Queen's Knight Variation,5
gk9h5bFh,D06,Queen's Gambit Refused: Marshall Defense,4
Iqy6NOIS,A84,Dutch Defense: Normal Variation,4
YuOoG8BJ,A40,Horwitz Defense,2
gLdZMElP,C07,French Defense: Tarrasch Variation |  Open System,6
tUOZivwN,D02,Queen's Pawn Game: Chigorin Variation,4
1zR9BfHg,C02,French Defense: Advance Variation #4,6
kv1NclYd,D05,Rubinstein Opening,9
DdhssZkh,D05,Colle System,6
aG00iPxW,D02,Queen's Pawn Game: Zukertort Variation,3
X4ZYw4g1,C11,French Defense: Classical Variation |  Steinitz Variation,7
IeUoeV7s,A40,Horwitz Defense,2
04B0N7Xa,C02,French Defense: Advance Variation #4,6
hkdroXvd,A00,Hungarian Opening: Slav Formation,4
rOYXg3Q4,C00,French Defense #2,2
tWQexu8B,D02,Queen's Pawn Game: Zukertort Variation,3
7v3VWvIL,D06,Queen's Gambit Refused: Marshall Defense,4
63XRK9rK,D82,Gruenfeld Defense: Brinckmann Attack,7
qUqcmSSY,B12,Caro-Kann Defense: Advance Variation |  Tal Variation,7
24GTWaT7,A00,Saragossa Opening,1
9CGKBsBz,C65,Ruy Lopez: Berlin Defense #2,6
22muVVIz,B07,Pirc Defense #4,2
6G3iEGJV,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5
Sx2VVpxj,C40,King's Pawn Game: McConnell Defense,4
uE39VLjw,C20,King's Pawn Game: Wayward Queen Attack,3
mNnjHOl2,C40,King's Pawn Game: McConnell Defense,4
Wk4jpUgw,C20,King's Pawn Game: Wayward Queen Attack,3
veH3zb9m,C44,Ponziani Opening,5
pxKDXBB6,C65,Ruy Lopez: Berlin Defense #2,6
EuBg5kZU,C46,Three Knights Opening #2,6
I4eSU2KQ,C42,Russian Game: Cochrane Gambit,7
kkBHVY9Y,C44,King's Knight Opening: Normal Variation,4
tlzknnXE,C46,Three Knights Opening,5
AFe9LZot,B07,Pirc Defense #2,5
vn5uAqic,C20,King's Pawn Game: Wayward Queen Attack,3
0RHPcq3I,C41,Philidor Defense #2,4
KTltBUJU,B27,Sicilian Defense,3
CPwRLIHq,C46,Four Knights Game: Italian Variation,7
uRNzyTcK,C42,Petrov's Defense,4
dF1hkZzP,C40,King's Pawn Game: Damiano Defense,4
gb2ZtQG4,B27,Sicilian Defense: Jalalabad Variation,4
8vPWYA75,C41,Philidor Defense,5
5QW5hnAc,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
uGgYf696,C46,Three Knights Opening,5
sVOQ0IMs,D20,Queen's Gambit Accepted: Old Variation,5
p0btVtj4,C00,French Defense: Two Knights Variation,5
qT9E6zbm,C20,King's Pawn Game: Wayward Queen Attack,3
XURA0sEU,C65,Ruy Lopez: Berlin Defense #2,6
8tGMIcAO,C40,King's Knight Opening,3
BDMZoMQC,C20,King's Pawn Game: Wayward Queen Attack,3
jwUp1Gsj,C41,Philidor Defense: Exchange Variation #2,7
EZO6xfI2,C46,Four Knights Game: Italian Variation,7
edNYUUTg,C20,King's Pawn Game: Wayward Queen Attack,3
BwYnEuBC,C20,King's Pawn Game: Wayward Queen Attack,3
1GxF0CTX,B01,Scandinavian Defense,2
3miVlDah,C20,King's Pawn Game: Wayward Queen Attack,3
gwDY89qO,C27,Vienna Game,3
nn6igIjA,C42,Russian Game: Stafford Gambit,6
M85SkFne,B30,Sicilian Defense: Old Sicilian,4
wRhEfHch,E59,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense,19
XrpvhBxq,A46,Yusupov-Rubinstein System,5
EZevC16k,D01,Richter-Veresov Attack,5
hNKjWQD6,C17,French Defense: Winawer Variation |  Bogoljubov Variation,9
TlsrYKp0,A91,Dutch Defense: Classical Variation,8
Bb2Tgc8u,A04,Zukertort Opening: Queen's Gambit Invitation,2
pgYN7NXi,B00,Nimzowitsch Defense: Kennedy Variation |  de Smet Gambit,6
d4xQSX1w,B20,Sicilian Defense: Mengarini Variation,3
5kmF4IZx,B56,Sicilian Defense: Classical Variation,10
wEMlLnb4,B50,Sicilian Defense,4
7lUJ2R7V,D31,Queen's Gambit Declined: Queen's Knight Variation,5
BATCPKav,B10,Caro-Kann Defense,2
4HmFF4ME,D02,Queen's Pawn Game: Anti-Torre,4
I2nZFOZ8,B21,Sicilian Defense: McDonnell Attack |  Tal Gambit,6
BFjwCF4C,B20,Sicilian Defense: Bowdler Attack,3
z9r7gu4q,D02,Queen's Pawn Game: London System,5
q7py9H2Y,C60,Ruy Lopez: Cozio Defense,6
q3FCC8vr,C02,French Defense: Advance Variation |  Euwe Variation,10
5DlI5YEl,D21,Queen's Gambit Accepted: Rosenthal Variation,6
MnSqfvWI,A00,Mieses Opening,1
vvJT8sTX,E20,Nimzo-Indian Defense: Kmoch Variation,7
wtxEJ2gd,E94,King's Indian Defense: Orthodox Variation |  Ukrainian Defense,14
SMkkEcR3,B57,Sicilian Defense: Classical Variation |  Anti-Sozin Variation,12
ivQvOIdj,A50,Mexican Defense,4
dbyxg7H3,D30,Queen's Gambit Declined: Traditional Variation,7
n320Hc4s,D00,Queen's Pawn Game #3,4
JeIlkoH6,D31,Queen's Gambit Declined: Queen's Knight Variation,5
AtpsmLKk,B20,Sicilian Defense: Bowdler Attack,3
DSuHhfqH,A06,Zukertort Opening: Old Indian Attack,3
mIiuVrgM,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
JmLRln7J,C01,French Defense: Mediterranean Defense,4
oUmyXGUX,D07,Queen's Gambit Refused: Chigorin Defense #2,5
1VmaA6qA,C42,Russian Game: Urusov Gambit,5
RlZwOmvz,C45,Scotch Game: Paulsen Attack,13
59dyREtp,A10,English Opening,1
AA9aukPK,B20,Sicilian Defense: Bowdler Attack,3
kf0aAzks,B21,Sicilian Defense: Smith-Morra Gambit Declined |  Alapin Formation,6
H8x29G82,D00,Queen's Pawn Game: Steinitz Countergambit,4
TJLmNonU,B06,Modern Defense,2
pmsu9RlJ,D03,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation |  Main Line,10
w90bhD7e,A80,Dutch Defense: Raphael Variation,3
wvAWpm0x,A46,Indian Game: London System,5
pGr2e86l,D02,Queen's Pawn Game: London System,5
18xOX6zT,B12,Caro-Kann Defense,3
DVFQll0P,A00,Hungarian Opening: Symmetrical Variation,2
DlEsO7TI,A40,Horwitz Defense,2
ypZJ0wVa,C01,French Defense: Exchange Variation,5
fYou6hn2,D20,Queen's Gambit Accepted,4
obKdxgfg,D02,Queen's Pawn Game: Zukertort Variation,3
IlG3GNBw,D20,Queen's Gambit Accepted,4
ujAHgk4M,B06,Modern Defense: Geller's System,7
QcvL41ZQ,D02,Queen's Pawn Game: Zukertort Variation,3
qKr86YXy,B06,Modern Defense,2
iNa8oKrC,A45,Indian Game,2
wpPqh9Lb,A45,Indian Game,2
yJjwsJmm,C03,French Defense: Tarrasch Variation,5
LMbpuxoi,D02,Queen's Pawn Game: Zukertort Variation,3
TSLPgxAf,A46,Indian Game: Spielmann-Indian,4
RiSnVK0z,A45,Indian Game,2
Ms2THNEC,C89,Ruy Lopez: Marshall Attack |  Modern Main Line,28
49JFsT38,A01,Nimzo-Larsen Attack: Indian Variation,2
LGbSgtI4,B06,Modern Defense: Geller's System,7
zFpn8qfk,A43,Benoni Defense: Benoni-Indian Defense,4
TI774QDs,A45,Indian Game,2
5kcUc0xT,D20,Queen's Gambit Accepted: Old Variation,5
VgW6TwaS,D00,Queen's Pawn Game: Mason Attack,3
fkKZ6Be1,A40,Englund Gambit Complex: Englund Gambit,6
f5P78gJR,D20,Queen's Gambit Accepted,4
NL6ijlNL,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
C7ce2Qec,C65,Ruy Lopez: Berlin Defense #2,6
dUx8i5xB,D20,Queen's Gambit Accepted: Old Variation,5
xkWl3nR3,D25,Queen's Gambit Accepted: Normal Variation,7
h9JbFNua,B06,Modern Defense: Three Pawns Attack,5
o3Pxe7sm,D00,Queen's Pawn Game: Chigorin Variation,3
oPy2AMGy,D00,Queen's Pawn Game: Mason Attack,3
4PajUOj7,A00,Clemenz Opening,1
sWCARvFa,D00,Queen's Pawn Game: Mason Attack,3
tdJwDNk4,B13,Caro-Kann Defense: Panov Attack |  Modern Defense,10
2s5t8SCy,C60,Ruy Lopez,5
VeeCoebX,C23,Bishop's Opening,3
g8Eww1Js,C41,Philidor Defense #3,5
E1rWNlCw,B40,Sicilian Defense: French Variation,4
yay9t80W,C41,Philidor Defense #2,4
JMUZhIVI,A00,Van't Kruijs Opening,1
oCloK0Xg,B00,Nimzowitsch Defense,2
KitHL7cI,C41,Philidor Defense: Steinitz Variation,7
Oi8cbDZh,C55,Italian Game: Two Knights Defense |  de Riviere Gambit,7
