id,increment_code,Start_on,End_on
P5xPEj1Q,10+0,1497459724632.0,1497460142187.0
I9N2aoyu,5+5,1497454889208.0,1497455568926.0
0mPyN9xO,10+0,1497444577631.0,1497444717540.0
OG7dtFog,10+5,1497370113055.0,1497370416856.0
eQCfOH7H,10+0,1497355619044.0,1497356036178.0
3npN34ml,10+0,1497338069355.0,1497338623122.0
0ozyYLJB,11+0,1497300923716.0,1497301150305.0
eHN30gHt,15+10,1497298939470.0,1497299628859.0
s5f0ADSn,8+8,1497291683215.0,1497292819467.0
QFnxgoT5,5+5,1497289196902.0,1497289527556.0
unLXzwio,10+2,1497286997788.0,1497287603571.0
cFvryiCA,15+0,1497284099441.0,1497284963923.0
J0CzTH6D,5+5,1497277840405.0,1497278989985.0
xZzID2kD,10+8,1497215450023.0,1497216102715.0
mhaFP2nW,10+0,1497210189084.0,1497211232934.0
3RcNuMvw,15+0,1497199282753.0,1497199880858.0
9B2Xi4uI,8+0,1497195848125.0,1497196718335.0
MxpS5jnV,10+10,1497121810999.0,1497122378564.0
RJrYZphp,10+1,1497118369550.0,1497119135641.0
eYCV0e3E,8+0,1497113131248.0,1497113553724.0
p8csnMig,5+8,1497109657878.0,1497110372690.0
dGpeHf5Y,8+0,1497091951861.0,1497092209527.0
tH0OEYoy,10+0,1497091533023.0,1497091825962.0
AmVga76G,10+5,1497088442013.0,1497089067143.0
MFWP05NU,7+6,1497083674710.0,1497083813505.0
OL04TGHI,12+0,1497047510991.0,1497048616190.0
OVmhjbzX,7+8,1497037179983.0,1497038271898.0
VGEdDLTp,5+8,1497036797789.0,1497037171991.0
VwpAstwn,12+0,1497036460417.0,1497036757168.0
EKN097jP,9+1,1497033250368.0,1497033634392.0
FVHChe2F,10+5,1497010543215.0,1497011698168.0
81BCYLdX,10+0,1496941763882.0,1496942178060.0
JmAX9rAE,10+0,1496941526847.0,1496941686604.0
wsUN33HY,10+0,1496939210617.0,1496939358632.0
Myz9uU1q,7+4,1496938344318.0,1496938960827.0
BE570jpv,10+0,1496921383657.0,1496921506475.0
5Ha9R8rX,8+5,1496910966879.0,1496912098544.0
wB3PUFEy,8+3,1496908016230.0,1496908429765.0
anmPksOQ,8+0,1496847135005.0,1496847570825.0
vv540AJ0,10+0,1496825801500.0,1496826257846.0
rLFgzIKL,8+5,1496777486898.0,1496777851260.0
oKD0mzPe,8+0,1496770112988.0,1496770496262.0
O1aeKYVU,8+8,1496761729502.0,1496762079970.0
PLYrSuWR,8+5,1486576607432.0,1486577055847.0
M1cgACGl,11+0,1486575209686.0,1486575586333.0
L2EdSOzt,10+5,1486574753945.0,1486575159471.0
gTCNbh3o,10+5,1486574646191.0,1486574732139.0
u8spfpAh,15+5,1486573764481.0,1486574588974.0
nLm6oKZO,10+0,1486573642727.0,1486573724223.0
CXPDNH40,15+0,1486572311960.0,1486572945540.0
XehgoTOZ,15+0,1486572091683.0,1486572302360.0
2GvaOkk5,45+10,1486571530589.0,1486571865882.0
Dpp2kpwu,6+5,1486548351158.0,1486548602478.0
SjyGWTnq,10+0,1489691570000.0,1489692512149.0
BXOSAfaa,10+0,1489355731822.0,1489356022522.0
TqdAknba,10+0,1489339897024.0,1489340893345.0
wawk02Fd,10+0,1489339622681.0,1489339894649.0
DPE1mbu6,10+0,1489339141210.0,1489339514412.0
BTLWdnmg,10+0,1489275293051.0,1489276318679.0
tZceAsBc,10+0,1489274003122.0,1489275146981.0
K2ayt8Ek,10+0,1489273069863.0,1489273819106.0
8pXdECBa,10+0,1488737779296.0,1488738637133.0
yrCYqS7t,10+0,1488666903914.0,1488667457400.0
SdFSihKv,10+0,1488666317055.0,1488666811154.0
vAcUt4N7,10+0,1488651253067.0,1488652384426.0
gXubaboP,10+0,1488648921296.0,1488649319545.0
zVpq7Gze,10+0,1488648142085.0,1488648918934.0
zgUJS8bF,10+0,1488228613682.0,1488229024125.0
kYQEo3zi,10+0,1488062807153.0,1488063584424.0
T0lBIKUf,10+0,1488061102908.0,1488061940011.0
M6f7WsSj,10+0,1488047883035.0,1488048909407.0
JS3Hs1Cf,10+0,1488047060703.0,1488047878336.0
YdTn9ZlH,10+0,1487448648055.0,1487449743270.0
QD9fchtQ,10+0,1487389363896.0,1487390135965.0
y695C09C,10+0,1487388558303.0,1487389361961.0
dEvcZHFh,10+0,1487387904293.0,1487388527676.0
sjrozzKu,10+0,1487386460602.0,1487387286320.0
D1T25WrN,10+0,1487385174382.0,1487386382534.0
iIqPjRcT,10+0,1487384694333.0,1487385136114.0
6hHlGbRn,10+0,1487272641653.0,1487273166539.0
aFoMqsZK,10+0,1487264250233.0,1487265467335.0
oOVXuygv,10+0,1487255539301.0,1487256425768.0
ZmCbS1t6,10+0,1487255289670.0,1487255533195.0
iFCBS7DK,10+0,1487254962703.0,1487255287485.0
TEKvQDGq,10+0,1487209938459.0,1487210923345.0
aNOsEN0q,10+0,1487209289131.0,1487209928032.0
cYyFW9u1,10+0,1487208248737.0,1487209286104.0
8dptcjnH,10+0,1487206859065.0,1487207764286.0
I2W2r9Cu,10+0,1487205790445.0,1487206760791.0
BmLDOCGt,10+0,1487204243693.0,1487205428333.0
euQD45XD,15+0,1487192187846.0,1487192615059.0
1mIDMdUc,10+0,1487191244209.0,1487191662770.0
j2nkHjrM,10+0,1487190320613.0,1487191239577.0
NT79AsYH,10+0,1487190088565.0,1487190318734.0
75rU3VvQ,10+0,1487169333486.0,1487170281936.0
uW6RqiDG,10+0,1487168171773.0,1487169152780.0
LCYpF5cV,10+0,1487167224793.0,1487167898909.0
ugAn4YGk,10+0,1487166575943.0,1487167204205.0
DOlMhN0n,10+0,1487164401526.0,1487165321501.0
6nr0qzOG,10+0,1487163495400.0,1487164398492.0
1mf2tsYU,10+0,1487163021824.0,1487163491966.0
Kl5OMSHr,10+0,1487129585994.0,1487130456812.0
7osAIvsP,5+5,1491508483904.0,1491509054603.0
2DCK5K6r,5+8,1489944437237.0,1489945199224.0
87uUPKdk,5+5,1489942764493.0,1489943406442.0
zCET88T5,19+0,1489849105019.0,1489851545143.0
86s5g46i,19+0,1489846784844.0,1489849089368.0
GMKUZSs3,15+0,1496629075566.0,1496629722970.0
68OBhLWc,15+0,1496628082305.0,1496629058521.0
5nvbvQs9,15+0,1496627578397.0,1496628078020.0
gP5y7JN4,15+0,1496627276455.0,1496627548427.0
Bl4J46Je,15+0,1496626236812.0,1496627268298.0
0XTDPvxO,15+0,1496625173087.0,1496626130872.0
rFK4Y8gt,15+0,1496624932245.0,1496625168514.0
N8BHKGxI,15+0,1496623919968.0,1496624894470.0
XhMKGbHC,15+0,1496622870273.0,1496623760520.0
1Kyrn2ht,15+0,1495985613680.0,1495985873809.0
YEMT4fVY,15+0,1495985147371.0,1495985608025.0
j5XSpCce,15+0,1495979176797.0,1495979201329.0
SdHDVUT2,15+0,1495924854923.0,1495926155098.0
OEM7Uzrh,15+0,1495922772027.0,1495923675112.0
EKNqvzZA,15+0,1495921554191.0,1495922127461.0
SFcIkgfh,15+0,1495921242314.0,1495921528730.0
yBWZcqBw,15+0,1495920347181.0,1495921210963.0
iYFKVHDf,15+0,1495919904091.0,1495920335602.0
KhiiHTvz,15+0,1495493842897.0,1495494841515.0
9wIH9GUH,15+0,1495493011518.0,1495493822000.0
0I3K7eXR,15+0,1495492425364.0,1495493006526.0
ml6RRI8n,15+0,1495491855144.0,1495492403484.0
SVtLq43U,15+0,1495491746784.0,1495491828747.0
e3hQaDTK,15+0,1495490625991.0,1495491686173.0
MKPIGXNs,15+0,1495476498391.0,1495476506703.0
iBa0DUK8,15+0,1495475260586.0,1495475966086.0
23I9pP3l,15+0,1495474426092.0,1495474950874.0
XES5OO6E,15+0,1495466326634.0,1495467222629.0
NW6zDJiq,15+0,1495464775720.0,1495466232271.0
laqPiLqq,15+0,1495463324574.0,1495464682752.0
5FSPGWl7,10+0,1495977473057.0,1495978551837.0
XtqNppi9,10+0,1494871718511.0,1494872937229.0
1VRjI5fa,10+0,1493227177276.0,1493227559006.0
FlZFwsHu,10+0,1493226016449.0,1493227169293.0
4PkizDwo,10+0,1493224966549.0,1493225447080.0
MqLZc9gZ,10+0,1492959343893.0,1492959766308.0
9bnjAmCe,10+0,1492941060194.0,1492941584360.0
eFKoGST3,10+0,1492898827021.0,1492899467205.0
HFhSKwDs,10+0,1492119294990.0,1492120187991.0
rWKqBWzt,10+0,1492118609435.0,1492119288946.0
IFZCBQa6,10+0,1492012430022.0,1492013440637.0
CsZttZBX,10+0,1492011027370.0,1492012105779.0
rO1FhHQY,10+0,1490740642527.0,1490741557806.0
fPYdqEFS,10+0,1490739778236.0,1490740398166.0
skUoJSNr,10+0,1490739233465.0,1490739719542.0
06Bm6AK0,10+0,1490719482458.0,1490720572439.0
ZDbvSP3g,10+0,1490647890162.0,1490649112260.0
Rzn6iP9a,10+0,1490641830990.0,1490642487440.0
nTD5VGd6,10+0,1490105849499.0,1490106747301.0
gDhorvKq,10+0,1488629566300.0,1488630216240.0
HlfMbDq3,10+0,1488628431624.0,1488629557540.0
jz2Q4KF6,10+0,1488492001108.0,1488492888012.0
qSCXRe6d,10+0,1488488602955.0,1488489110371.0
UJkjouan,10+0,1488488436885.0,1488488599915.0
izvNVfri,10+0,1488486775890.0,1488487210163.0
oueLO8ee,10+0,1488362710465.0,1488363497528.0
94xwONHN,10+0,1488142643249.0,1488143863177.0
0izNlx55,10+0,1488027087594.0,1488027769994.0
HWapmqUt,10+0,1488026201319.0,1488027085711.0
vdCpgabn,10+0,1487883365129.0,1487884008466.0
FglBsImw,10+0,1487882547428.0,1487883361897.0
Y2xhAPWA,10+0,1487797659602.0,1487798844623.0
yAUrChQe,10+0,1487796519389.0,1487797037689.0
pVGFZvxX,10+0,1487498487277.0,1487499396337.0
XsCAKB4W,10+0,1487497702122.0,1487498486080.0
uSE5OKDc,10+0,1487497448776.0,1487497610924.0
HJ4uSbD2,10+0,1487497160024.0,1487497446365.0
UHbOpfDV,10+0,1487362467520.0,1487362915790.0
FD9T23VD,10+0,1487361362263.0,1487362465246.0
5peeAq84,10+0,1487360900027.0,1487361359628.0
Dh00ngOC,10+0,1487284244270.0,1487284774509.0
PVJQFwi6,10+0,1504445664424.0,1504446208660.0
IdZ82Ko3,10+0,1504444661910.0,1504445473714.0
t9q46y47,10+0,1504360058520.0,1504360351684.0
C6wmpTxG,10+0,1504357374555.0,1504358219052.0
UlzoME1g,10+0,1504356978405.0,1504357328790.0
ThHbksic,10+0,1504356036872.0,1504356880442.0
pzfKnCUe,10+0,1504175852404.0,1504176759299.0
QNPAmK2S,10+0,1504175427522.0,1504175769723.0
89AncTJX,10+0,1504174450243.0,1504175412623.0
amHUgntv,5+8,1504100675947.0,1504101151473.0
nbFuh8ZW,10+0,1504037787143.0,1504038966873.0
UD1PnaRe,10+0,1504033990418.0,1504035087730.0
GrCFwAXq,10+1,1504016476353.0,1504017294414.0
GJWveHwR,10+0,1503999849630.0,1504000866328.0
Lzff4Asf,10+0,1503998826674.0,1503999673294.0
PuX6fml6,10+0,1503997411428.0,1503997848592.0
CsBE5u0y,10+0,1503950228079.0,1503951420939.0
Y4TnHYh9,5+5,1503920575360.0,1503921641756.0
3PdGXJzb,10+0,1503905256445.0,1503905704927.0
JCpKlgOv,10+0,1503904449754.0,1503905246250.0
gu8SvzFj,10+0,1503863001584.0,1503863419998.0
MRMWC1d8,10+0,1503862206713.0,1503862807723.0
OVHWb7eg,10+0,1503861081868.0,1503862000352.0
OadPeryr,10+0,1503838020760.0,1503838982000.0
dvZmhCOG,10+0,1503837297357.0,1503837993960.0
7mGQV4CQ,15+0,1503835653299.0,1503836346498.0
IFuPlxnb,10+0,1503834794981.0,1503835569361.0
48MueB7r,15+10,1503821081227.0,1503823344457.0
S7ZUTQA6,10+0,1503737858018.0,1503738737792.0
o9HMMGC9,10+0,1503737341073.0,1503737805091.0
moI37ZV0,10+0,1503737195271.0,1503737314233.0
NAYaLa2V,10+0,1504388297909.0,1504388679800.0
GqEc5RhO,10+0,1504372380685.0,1504373132654.0
aBqSsQkG,10+0,1504372037736.0,1504372339088.0
C3Oxhlwi,10+0,1504371446019.0,1504372003876.0
kmnsm0TV,10+0,1504370681158.0,1504371408903.0
7utnw2gJ,10+0,1504175490206.0,1504176391159.0
Jbvp1cvR,10+0,1504090091683.0,1504090890059.0
92U5vKb7,10+0,1504089306006.0,1504090036096.0
Tn7AiNYC,10+0,1504088562316.0,1504089063599.0
Haoy2uuw,10+0,1504014481068.0,1504015242429.0
Z35Ve929,10+0,1504014040393.0,1504014440747.0
CUJfMy2n,10+0,1504013593096.0,1504013937635.0
QjTTCKHZ,10+0,1504013195839.0,1504013559275.0
fCHzoyBc,10+0,1504012859905.0,1504013144858.0
KGvkPTKL,10+0,1504012322149.0,1504012842160.0
b3tZRnvM,10+0,1504011666181.0,1504012267097.0
hPP52faV,10+0,1503960757084.0,1503961168001.0
biDckkF8,10+0,1503955050633.0,1503955762590.0
yeKt9TZn,10+0,1503954316817.0,1503955016729.0
Ciu1IgzF,10+0,1503953535516.0,1503954117762.0
pTSGjzsp,10+0,1503952807940.0,1503953520350.0
YBakGSvi,10+0,1503952412580.0,1503952738766.0
BS5Zr8jU,10+0,1503937141817.0,1503937739208.0
5zrYO1vV,10+0,1504181998315.0,1504182834266.0
Kx78hrmY,10+0,1504180845186.0,1504181962575.0
QNnp7Dds,10+0,1501946900770.0,1501947825542.0
VJkAp7YG,10+0,1501946380037.0,1501946795725.0
UhMiqvGp,10+0,1501945622127.0,1501946361540.0
w3mg4uBK,10+0,1501945202300.0,1501945584830.0
nA1HiO32,10+5,1501944495064.0,1501944647881.0
HeUnDBgy,8+0,1499112292872.0,1499112420260.0
QAOsy7xq,5+5,1499111466163.0,1499112253419.0
tvzMoa5S,10+0,1498911953509.0,1498912595456.0
25AeRnsc,10+0,1498910847412.0,1498911922800.0
7SPLBrM0,10+0,1498910751748.0,1498910822622.0
M3pdLjNy,10+0,1498910404813.0,1498910691539.0
4FTQZDxq,10+5,1498863045203.0,1498863826906.0
3Q5GjqzC,10+5,1498862047855.0,1498863017891.0
CMkAXLNK,10+5,1498859433817.0,1498859573057.0
JaL3Tgb0,15+5,1498833027626.0,1498833863068.0
dCkOHehy,10+5,1498674555786.0,1498674568581.0
y7DVNJY7,8+0,1498673652318.0,1498674389283.0
aNxC8zDH,10+0,1492341318038.0,1492341818447.0
FCl3twFf,5+15,1492340644168.0,1492341235653.0
Pn1QyDty,10+5,1492340415792.0,1492340610595.0
6BQddLzl,5+5,1492339717986.0,1492339885251.0
WbRbNsat,10+0,1492339200556.0,1492339636818.0
KNOOLvct,10+5,1490211430243.0,1490212773888.0
vOmuaME9,15+1,1490049855506.0,1490049912539.0
8VCLmFoa,15+1,1490048343512.0,1490049852897.0
XR51IIgD,20+0,1490047993358.0,1490048314034.0
xhwZTmXq,5+8,1490047691769.0,1490047987857.0
RVqzxG0F,8+2,1488146599791.0,1488147608615.0
BoObCHOz,5+10,1488145856525.0,1488146505284.0
6bvBvO7M,15+5,1500515297772.0,1500516492547.0
qNIGS4TY,15+10,1493077139114.0,1493077929164.0
Y74yUM2a,15+10,1493010593965.0,1493011344433.0
TCBKQ4Yu,15+15,1492917860658.0,1492918278379.0
1JGrCx32,10+0,1504455406975.0,1504455754915.0
k7851C3o,10+0,1504454331796.0,1504455376355.0
NE8IPuh0,10+0,1504447494171.0,1504447587575.0
gd4yPl66,10+0,1504446458482.0,1504447489621.0
zJZ7MLKl,10+0,1504274787386.0,1504275204853.0
IGtH2h2B,10+0,1504273602536.0,1504274763932.0
XBH0rs44,10+0,1504273417766.0,1504273590277.0
HZedL0w1,10+0,1504273229106.0,1504273401704.0
HwhEOWSx,10+0,1504272770419.0,1504273190746.0
Xor14nEH,10+0,1504261901626.0,1504263091978.0
Xp4npQfv,10+0,1504260874183.0,1504261887780.0
HIr4n5eZ,10+0,1504221440156.0,1504222179059.0
mW5UYNkj,10+0,1504221184696.0,1504221391536.0
wCCNUU5V,10+0,1504220981433.0,1504221126880.0
Ewwt7ms8,10+0,1504220330449.0,1504220969274.0
EJTp6yRt,10+0,1504190078037.0,1504191174249.0
bVA8g2N8,10+0,1504189821888.0,1504190064767.0
pKhxXhaP,10+0,1504188964627.0,1504189801179.0
QDKbbU91,10+0,1504178282757.0,1504178514456.0
8oEFO4Yq,10+0,1504170773246.0,1504171156055.0
qj072A2s,10+0,1504169622866.0,1504170757521.0
TKXIcK6u,10+0,1504169164695.0,1504169572603.0
MjEn9fEo,10+0,1504121683918.0,1504121886803.0
d1TvqCVx,10+0,1504121426687.0,1504121654408.0
un6hyICN,10+0,1504103399589.0,1504104454247.0
vqJIJEo2,10+0,1504103061982.0,1504103375362.0
KqUi7Qhf,10+0,1504102684269.0,1504103046134.0
3OxrOh7B,10+0,1504094903807.0,1504095010122.0
BBclUszG,10+0,1504094739728.0,1504094887018.0
PHcTVbBW,10+0,1504094101207.0,1504094720416.0
339C51ew,10+0,1504092873667.0,1504094074012.0
LDMa1Mor,10+0,1504039278806.0,1504040167836.0
N0F5Bw3r,10+0,1504037951947.0,1504039213964.0
RQNc1qdp,10+0,1504037536678.0,1504037900495.0
8tEgqub6,10+0,1504037201318.0,1504037437188.0
jk6L6JC1,10+0,1504017085400.0,1504018273045.0
rHpiGZob,10+0,1504006298363.0,1504006814266.0
jYoypM8v,10+0,1504005653597.0,1504006290569.0
MT529gu5,10+0,1504005315006.0,1504005611562.0
kcMp6XOx,10+0,1504003870295.0,1504004248687.0
CRQu3YFH,10+0,1503944228255.0,1503945227054.0
XhSQVbSN,10+0,1503943648531.0,1503944205656.0
cJyqbQCv,10+0,1503933587077.0,1503934524925.0
Ma3dsmYw,10+0,1503932809146.0,1503933548367.0
IpLIIpHg,15+0,1503491604197.0,1503492632986.0
aD4VH10g,15+0,1503489954496.0,1503491592529.0
pPUTeejt,15+0,1503488423969.0,1503489811709.0
Ceu5aMII,15+0,1503486967442.0,1503488370819.0
V9UDvRYP,15+0,1503486166112.0,1503486951350.0
zCedH9Wh,15+0,1503485689424.0,1503486095582.0
tR1piL5f,15+0,1503484849535.0,1503485675900.0
Fgymvp0T,15+0,1503484337901.0,1503484829346.0
D5lb8oPZ,15+0,1503483429211.0,1503484246549.0
JqCgPBQP,15+0,1503482219555.0,1503483332907.0
a5bG5De1,15+0,1503481508436.0,1503482008198.0
40Lw9HxH,15+0,1503420928160.0,1503421715414.0
g7vFtSOu,15+0,1503242559930.0,1503244379824.0
NI6WQk7C,15+0,1503241631413.0,1503242544397.0
Rmarl3pZ,15+0,1503166607239.0,1503168385479.0
Q1v3UFCO,15+0,1503165107520.0,1503166582770.0
WlXROd9L,15+0,1503070058011.0,1503070790046.0
8UuSuizc,15+0,1503069781284.0,1503070045424.0
jCDvClFb,15+0,1503069396314.0,1503069762375.0
r4bFNSPv,15+0,1502885382919.0,1502886471326.0
IB2NPvd7,15+0,1502884790541.0,1502885330303.0
63AooKkY,15+0,1502883656264.0,1502884544222.0
SngyQKnt,15+0,1502816745633.0,1502817956595.0
bmqNmb2x,15+0,1502793998425.0,1502794843485.0
OYCX3Dty,15+0,1502793561963.0,1502793911766.0
DaiRdZE2,15+0,1502793202291.0,1502793522318.0
qoVcDKtj,15+0,1502698392894.0,1502699047994.0
Le497xPA,15+0,1502697904951.0,1502698217375.0
ltYQ7KuP,15+0,1502696451599.0,1502697810100.0
TglXaqpn,15+0,1502695259762.0,1502696383189.0
ubMcWJVE,15+0,1501630672893.0,1501631100810.0
7xFoBE87,15+0,1501629171344.0,1501630642463.0
yPw0A31w,15+0,1501588684361.0,1501589892671.0
xCYtQhhQ,15+0,1501587722032.0,1501588645454.0
DuvE9ovK,15+0,1501587396977.0,1501587675696.0
5FdPV1wN,15+0,1501586238272.0,1501587131966.0
c8bY12Pd,15+0,1501584838587.0,1501586159655.0
mJEfuyvG,15+0,1501561994547.0,1501562675403.0
47BoWSz7,15+0,1501560739849.0,1501561891618.0
9wUtTJwa,15+0,1501559650520.0,1501560697927.0
l5csrTDU,15+0,1501558914504.0,1501559643657.0
KTbYyCmm,15+0,1501529915263.0,1501530506713.0
Gmg0LaRk,5+8,1504401542041.0,1504401959800.0
uN9hfHQ0,5+8,1504400939384.0,1504401330899.0
b7GNtqEm,5+8,1504400424716.0,1504400885185.0
Jc9LZq1X,5+8,1504399156093.0,1504400408053.0
E5OEZu4q,5+5,1504394914286.0,1504395583732.0
A7zUyrmv,10+5,1504393458005.0,1504394037362.0
6QVNKRUY,8+0,1504375010453.0,1504375437678.0
40JY0X0H,10+0,1503977937026.0,1503978595502.0
ZRWOIios,10+0,1503975910482.0,1503977077661.0
H32dyxIw,9+8,1503972511967.0,1503973872209.0
SGqPmZt3,10+2,1503971403596.0,1503972461687.0
piT83aLA,5+5,1503958854336.0,1503959626770.0
9wqboiBt,10+0,1503763573940.0,1503764473524.0
XyhOGoov,8+1,1503619473819.0,1503619921190.0
Skc2IjkW,8+0,1503599426453.0,1503599552501.0
LYlxdEty,8+0,1504053024764.0,1504053720684.0
uNfygRgx,8+0,1504052093191.0,1504053023282.0
CUKgSSjE,8+0,1485393583768.0,1485394039223.0
zmsM9oJU,25+15,1500724715894.0,1500726924067.0
a2P7cczz,25+15,1500562316439.0,1500562777809.0
1S6T33bR,25+15,1500555628130.0,1500558141543.0
Cd4PYJlI,25+15,1500554065688.0,1500554433892.0
1rAcZvd6,25+15,1499093119593.0,1499097078579.0
UOngn3Vj,25+15,1498730584235.0,1498732571225.0
nGSOCXeX,45+2,1498175033917.0,1498179506763.0
2i8M8PYT,25+15,1498170558850.0,1498174514057.0
zai4lyoG,15+15,1497997853809.0,1498000733107.0
9A1eXn6y,15+15,1497996158969.0,1497996409674.0
sFonRNXE,15+15,1497993191828.0,1497995455991.0
UUj52d9a,15+15,1497991013809.0,1497992755753.0
0e7ApfSw,15+15,1497803437618.0,1497806591017.0
t3SooueB,15+15,1497801322327.0,1497803317739.0
4g2gXtn1,15+15,1496851713403.0,1496851775106.0
VOZWaD9f,15+15,1496848445143.0,1496850843259.0
YazXH3hj,15+15,1496533239290.0,1496536593078.0
s5AC4oIq,15+15,1496138127924.0,1496139284340.0
2SdmvExO,15+15,1496137564452.0,1496138098946.0
JHowfAbR,12+12,1495579447420.0,1495580849535.0
kW6EenWd,12+12,1495577731726.0,1495579432737.0
8sb8H0TT,12+12,1495576316809.0,1495577719586.0
ah3QWEVy,15+10,1495575241600.0,1495575914610.0
WGzp0MEQ,15+15,1495558629429.0,1495559419877.0
VooWFavf,15+15,1495556328288.0,1495558621063.0
DNJXBkLj,20+5,1495487880802.0,1495489825708.0
Lb8iTUE4,25+0,1495483308362.0,1495486060393.0
iMM1B6Zd,25+8,1495479099729.0,1495483066163.0
z0Dq8Oo3,30+0,1495473625563.0,1495476966311.0
Si9SSqsv,15+10,1495471474076.0,1495473436314.0
t8iqYxqb,45+0,1495459395569.0,1495463047364.0
gbwsKigN,15+10,1495456982257.0,1495459140198.0
omCbgMbT,20+5,1495454282804.0,1495456607526.0
IYoYS6wg,13+13,1495452323095.0,1495454020970.0
8SwkrTuK,10+15,1495450966550.0,1495451964865.0
jraGlBPe,15+5,1495399496137.0,1495401220487.0
nr1bYwfb,10+8,1495315031261.0,1495316539056.0
msXKrSLX,10+8,1495313004267.0,1495315021069.0
5rFE06Ga,10+8,1495311655245.0,1495312994819.0
IZan8nG3,10+8,1495309667375.0,1495311645572.0
hzwFK4xU,18+0,1495307840196.0,1495309480822.0
xF8GBOEc,15+0,1495294809351.0,1495295067777.0
qeRNLEZa,20+0,1495292396780.0,1495294800625.0
dUqh4kfq,10+7,1495288155972.0,1495289246911.0
GOad1ROm,30+0,1495284462689.0,1495286831158.0
5Q26Dpdo,9+20,1495278844918.0,1495280475552.0
DMJlgOSX,20+0,1495238752442.0,1495238887972.0
Q5qr0lul,15+10,1495213199853.0,1495214424783.0
WXq3dsd5,15+15,1495210927568.0,1495213190611.0
DTs7W2yv,5+8,1502924638377.0,1502924788191.0
7y7fejV3,180+180,1502561974894.0,1502562848730.0
IW8v2zDI,180+180,1502561669887.0,1502561748759.0
N0ZyRvtx,10+8,1485027987768.0,1485028339042.0
xzBtdSN1,15+8,1484999730001.0,1485000850398.0
a5Lc7jtL,15+8,1484999272060.0,1484999687892.0
pfetxTJL,8+0,1481569410067.0,1481569884083.0
g0MpW3Ex,5+8,1469045170218.0,1469045324324.0
HIGbY7zh,8+0,1469044234590.0,1469044775927.0
REVvp41M,30+5,1469042416268.0,1469043723899.0
KNtf7tVE,7+3,1468873786555.0,1468874231817.0
5zJd0phI,20+0,1468824124995.0,1468825832508.0
keCmwER7,180+180,1468785169583.0,1468786165369.0
R70Iac8H,30+0,1468784082630.0,1468784558634.0
f4KiOtsa,20+0,1501948902675.0,1501949143943.0
7TcAqU9u,15+15,1501948404834.0,1501948652808.0
SyrxsGZg,12+1,1501947799275.0,1501948089007.0
MPgZROzZ,10+0,1501944492432.0,1501944791404.0
7jlkeHMy,10+0,1493808204225.0,1493808253058.0
kK0wOwPH,10+0,1493808073166.0,1493808120335.0
eFcWtJ25,15+15,1493565047064.0,1493565796842.0
Yg2kT6sJ,10+5,1493563994148.0,1493565026044.0
hxjh2Bb6,20+0,1493563861168.0,1493563978684.0
gAxWSXWg,10+2,1503776497728.0,1503777453567.0
SjtO7Sp3,10+2,1503775863291.0,1503776465915.0
FOT06Of0,10+2,1503775161587.0,1503775797832.0
8GOV8NfH,10+2,1503774165936.0,1503775133535.0
B7DNDike,20+5,1503584866505.0,1503586986594.0
02T5yk22,20+5,1503583144049.0,1503584848984.0
OxQVFO8j,10+0,1497116146412.0,1497117239729.0
MEvGCIPh,10+0,1497115456574.0,1497116104512.0
MzrRqSPO,10+0,1497098654697.0,1497099520047.0
PQKnP6ac,10+3,1485205299903.0,1485206187278.0
tP5qzKVY,10+0,1485204545153.0,1485204993263.0
i2hVq0L7,10+0,1485204410865.0,1485204539569.0
TLucE71g,15+15,1487937284598.0,1487938636676.0
ExYyvhzz,10+0,1492200325234.0,1492201212136.0
kCfYzc1G,10+0,1492130201593.0,1492131029075.0
ooMZVcnu,10+0,1492129263774.0,1492130157896.0
3X1JmflS,10+0,1492128244725.0,1492128774580.0
iYARd91q,10+0,1492127811037.0,1492128208089.0
S9xfHjU6,10+0,1484526681047.0,1484527028091.0
O6pzeOYP,10+0,1484526072646.0,1484526677703.0
584UFtfW,10+0,1484525908615.0,1484526070521.0
lX79PFe3,10+0,1484455940691.0,1484456022441.0
B5Cy8Aeg,10+0,1484367044416.0,1484367492611.0
VwP3yC8T,10+0,1484366276571.0,1484367037768.0
BKr9M5by,10+0,1484365856710.0,1484366272446.0
sipCV6bn,10+0,1484365279011.0,1484365717894.0
NVD519PN,10+0,1504456415236.0,1504457198041.0
654WDv8F,10+0,1504454961478.0,1504455901506.0
0eKALJti,10+0,1504444940473.0,1504446057080.0
COL82SOc,10+0,1504444281727.0,1504444916204.0
fZhuKQCc,10+0,1504390087346.0,1504391274759.0
itEQezib,10+0,1504390033486.0,1504390057813.0
2gxIFX4A,10+0,1504388371756.0,1504389582904.0
4adqUa1j,10+0,1504368898210.0,1504369924375.0
xhuM8E4C,10+0,1504368426157.0,1504368802545.0
SPnlW0kv,10+0,1504367644085.0,1504368409861.0
gQnBNUt9,10+0,1504361981215.0,1504362372630.0
lkI9wQBt,10+0,1504361299707.0,1504361975039.0
3oYOa66y,10+0,1504361246327.0,1504361284830.0
xLqnIlm7,10+0,1504360197217.0,1504360717478.0
VrZ2Ahqm,10+0,1504358970606.0,1504359742613.0
fyVFKjqJ,10+0,1504355075183.0,1504356157126.0
xRX5jbdg,10+0,1503941516587.0,1503941907943.0
BvxZN0bj,10+0,1503937927807.0,1503939046620.0
